run,column,smooth,seed,kind,i,depth,n_windows,grid_match
mod_wd0,weight_norm,201,3,surrogate,37,1.7612234353643506,195,True
mod_wd0,weight_norm,201,3,surrogate,38,3.7875343233659335,195,True
mod_wd0,weight_norm,201,4,observed,-1,0.9998327184567153,195,True
mod_wd0,weight_norm,201,4,surrogate,0,2.833363727327713,195,True
mod_wd0,weight_norm,201,4,surrogate,1,4.752485371998581,195,True
mod_wd0,weight_norm,201,4,surrogate,2,2.7194371412336786,195,True
mod_wd0,weight_norm,201,4,surrogate,3,1.8920343603596133,195,True
mod_wd0,weight_norm,201,4,surrogate,4,1.0005705220840657,195,True
mod_wd0,weight_norm,201,4,surrogate,5,1.0611579712966104,195,True
mod_wd0,weight_norm,201,4,surrogate,6,2.447750993104262,195,True
mod_wd0,weight_norm,201,4,surrogate,7,3.183816918450154,195,True
mod_wd0,weight_norm,201,4,surrogate,8,1.328840580194203,195,True
mod_wd0,weight_norm,201,4,surrogate,9,1.6260155814885693,195,True
mod_wd0,weight_norm,201,4,surrogate,10,0.9998219433211112,195,True
mod_wd0,weight_norm,201,4,surrogate,11,3.048504905888642,195,True
mod_wd0,weight_norm,201,4,surrogate,12,1.8713096296672989,195,True
mod_wd0,weight_norm,201,4,surrogate,13,2.512686778495399,195,True
mod_wd0,weight_norm,201,4,surrogate,14,1.9197560686997925,195,True
mod_wd0,weight_norm,201,4,surrogate,15,1.8715320268983613,195,True
