arm,observer,family,rho_MG,rho_rough,rho_PRdelay,rho_specPR,mae_specPR,rho_specPR256,slope,mae_raw,ident,seed_sd,degen
qp,loss_probe,loss,1.0,-0.4642857142857143,0.9642857142857143,0.75,1.5119748846073804,1.0,0.8277679722671464,0.44944734427691263,,0.44014818609816203,0.0
qp,loss_step,loss,0.9642857142857143,0.17857142857142858,0.9285714285714286,0.75,1.6612742796984286,0.9642857142857143,0.8102227502589815,0.45070195673352614,,0.581189143520535,0.0
qp,margin,function,1.0,-0.32142857142857145,0.9642857142857143,0.9285714285714286,1.3149382529182123,1.0,0.8579562965605841,0.2887838386868247,,0.838200107595335,0.0
qp,w_fro,norm,1.0,-0.07142857142857142,0.9642857142857143,0.9642857142857143,0.809617617318331,1.0,1.084962488824963,0.3987321016497936,0.9819026534867117,0.49966620739304696,0.0
qp_nopre,acc_probe,function,,,,,24.566757639589078,,,,,,1.0
qp_nopre,c_norm,norm,1.0,-0.35714285714285715,1.0,0.9642857142857143,1.601616254407465,0.9642857142857143,1.0973527861250694,0.46359862458628737,,0.2938349429387188,0.0
qp_nopre,c_proj1,projection,0.9642857142857143,0.6785714285714286,0.9642857142857143,0.7857142857142857,1.1544225051858434,1.0,0.8138832102696141,0.6202973410927084,,0.6399210550740205,0.0
qp_nopre,fn_fro,norm,1.0,-0.42857142857142855,1.0,0.8571428571428571,0.9211186418024199,0.9642857142857143,1.0097302534926236,0.5355008289313231,,0.6399211020466197,0.0
qp_nopre,fn_proj1,function,0.9642857142857143,-0.14285714285714285,0.9642857142857143,0.9642857142857143,0.7778561871909411,0.9642857142857143,0.930849604915765,0.5018746618420055,,0.6399210583087849,0.0
qp_nopre,g_fro,gradient,0.9642857142857143,-0.21428571428571427,0.9285714285714286,0.8571428571428571,1.7494919230449397,0.8571428571428571,1.1821257853405212,0.647954126264524,,0.6399208779189577,0.0
qp_nopre,g_proj,gradient,0.9642857142857143,0.32142857142857145,1.0,0.9285714285714286,1.3542785057923876,1.0,1.0445402203010963,0.4200823705864854,,0.5570415334497416,0.0
qp_nopre,loss_full,loss,1.0,-0.35714285714285715,0.8571428571428571,0.7857142857142857,1.8584235440699703,0.75,1.1640521844049359,0.6550700527666191,,0.412936992750032,0.0
qp_nopre,loss_probe,loss,0.9642857142857143,-0.35714285714285715,1.0,0.8571428571428571,0.7895650917019112,0.9642857142857143,0.8963924241930024,0.530905269770009,,0.6399210635686278,0.0
qp_nopre,loss_step,loss,0.9642857142857143,0.03571428571428571,0.9642857142857143,0.8571428571428571,0.8614188705182242,0.9642857142857143,1.0053888063631653,0.5131067827384345,,0.5385758222603109,0.0
qp_nopre,margin,function,0.9642857142857143,-0.42857142857142855,0.8928571428571429,0.9642857142857143,0.7975957232835187,0.9642857142857143,0.9591660668541806,0.6769024281730827,,0.5409266561869189,0.0
qp_nopre,w_fro,norm,1.0,-0.35714285714285715,1.0,0.9642857142857143,1.6016162275614438,0.9642857142857143,1.0973526940214093,0.46359847853416697,,0.29383551151198345,0.0
qp_slow,acc_probe,function,,-0.07142857142857142,-0.03571428571428571,0.9642857142857143,2.8988752372658517,0.39285714285714285,,0.18878892035296913,,0.5092059319721285,0.923469387755102
qp_slow,c_norm,norm,1.0,-0.07142857142857142,-0.07142857142857142,1.0,0.4044208445483303,0.2857142857142857,0.2919847496948538,1.4237808328954806,,0.14003215841784794,0.0
qp_slow,c_proj1,projection,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.8928571428571429,1.028302126656635,0.8214285714285714,0.24844370564594126,1.5065196483817,1.224999370741894,0.1611722751915391,0.0
qp_slow,fn_fro,norm,0.8928571428571429,0.25,0.03571428571428571,1.0,0.3112274711739665,0.35714285714285715,0.27772943891918794,1.4694401133345305,,0.21309783494197126,0.0
qp_slow,fn_proj1,function,0.9285714285714286,-0.17857142857142858,-0.17857142857142858,0.8928571428571429,1.2241463476371786,0.5714285714285714,0.2642434957723114,1.5273918457335962,,0.24350971280566658,0.0
qp_slow,g_fro,gradient,0.8928571428571429,-0.9285714285714286,0.21428571428571427,0.9642857142857143,6.100804973334168,0.8571428571428571,0.39197562221971016,1.1749523968936972,1.3016522188569972,0.11766003746795169,0.0
qp_slow,g_proj,gradient,0.9642857142857143,0.21428571428571427,0.14285714285714285,0.9285714285714286,0.9657571243980415,0.9285714285714286,0.2930646452783298,1.5154339592764292,,0.1949638926296888,0.0
qp_slow,loss_full,loss,0.9642857142857143,-0.9285714285714286,0.10714285714285714,1.0,5.152592671732546,0.9642857142857143,0.3817470551352121,1.2148243416879454,,0.09788060474896698,0.0
qp_slow,loss_probe,loss,0.8928571428571429,-0.7142857142857143,-0.6428571428571429,0.9285714285714286,1.5129188936918674,0.8928571428571429,0.25991335370793317,1.4967835025118725,,0.18098095973255424,0.0
qp_slow,loss_step,loss,0.9642857142857143,0.14285714285714285,0.14285714285714285,0.7857142857142857,1.7194339045321325,0.75,0.25306118656333454,1.5953794365712517,,0.22643353926040982,0.0
qp_slow,margin,function,0.8928571428571429,-0.42857142857142855,-0.2857142857142857,0.9642857142857143,1.1017482857671825,0.5714285714285714,0.26747654509167684,1.4828943888332233,,0.22624525323485659,0.0
qp_slow,w_fro,norm,1.0,-0.07142857142857142,-0.07142857142857142,1.0,0.404353387918003,0.2857142857142857,0.2919919871231083,1.42374981197125,1.1932518246834776,0.13998564282695514,0.0
